man ntp bolivia;NTC-GUI TELUS-GUI admin;(GMT-04:00) Bolivia, Venezuela;(GMT-04:00) بوليفيا;(GMT-04:00) Bolivie, Vénézuela;;;;;;;;;
man ntp brazil east;NTC-GUI TELUS-GUI admin;(GMT-03:00) Brazil East, Greenland;(GMT-03:00) شرق البرازيل;(GMT-03:00) Est du Brésil, Groenland;;;;;;;;;
man ntp gambia;NTC-GUI TELUS-GUI admin;(GMT) Gambia, Liberia, Morocco;(GMT) غامبيا;(GMT) Gambie, Libéria, Maroc;;;;;;;;;
man ntp czech republic;NTC-GUI TELUS-GUI admin;(GMT+01:00) Czech Republic, N;(GMT+01:00) جمهورية التشيك;(GMT+01:00) République Tchèque;;;;;;;;;
man ntp greece;NTC-GUI TELUS-GUI admin;(GMT+02:00) Greece, Ukraine, Turkey;(GMT+02:00) اليونان;(GMT+02:00) Grèce, Ukraine, Turquie;;;;;;;;;
TSintroduction;admin;This page allows you to view the usage associated with your Smart Hub.;تسمح لك هذه الصفحة بعرض قائمة للعملاء اللاسلكيين المرتبطين حاليا بجهازك ال Smart Hub;Cette page vous permet de consulter l‘utilisation faite par votre Terminal intelligent.;;;;;;;;;
lan warningMsg3;internet;Do not enter Blank Space in this feild;لا تدخل فراغ في هذا المجال;Ne pas inclure d’espace vide dans ce champ;;;;;;;;;
monitor warningMsg3;internet;Ping fail count must have a value between 5 and 65535;خطأ: عداد فشل ال Ping يجب أن تكون له قيمة ما بين 5 و 65535;Erreur : La valeur du décompte de défaillances du Ping périodiques doit être entre 5 et 65535.;;;;;;;;;
monitor warningMsg3 eti;internet;Ping fail count must have a value between 1 and 65535;خطأ: عداد فشل ال Ping يجب أن تكون له قيمة ما بين 1 و 65535;Erreur : La valeur du décompte de défaillances du Ping doit être entre 1 et 65535.;;;;;;;;;
monitor warningMsg3b;internet;Ping success count must have a value between 1 and 65535.;"خطأ: يجب ان يكون عدد ""نجاح Ping يكون لها قيمة بين 1 و 65535.";Erreur: 'count succès Ping doit avoir une valeur comprise entre 1 et 65535.;;;;;;;;;
autoapn help;internet NTC-GUI;If you enable the Auto APN mode, you may need to check the APN that is displayed on the Status page while the unit is connecting. If the default APN does not match your SIM account, then you will need to disable the Auto APN mode and type in the correct APN manually or choose one from the APN drop down list.;الجهاز سيفترض أن الوضع هو 'وضع إختيار إسم نقطة الوصول APN التلقائي' إذا كان حقل ال APN فارغا. قد تحتاج إلى التأكد من إسم ال APN المعروضة على صفحة الحالة بينما يقوم الجهاز بعمل الإتصال. إذا كان إسم ال APN الإفتراضي لا يتطابق مع حساب بطاقة ال SIM الخاصة بك، عندها ستحتاج إلى إدخال إسم ال APN الصحيح يدويا أو إختيار واحد من القائمة المنسدلة أدناه;Si vous activez le mode APN automatique, il se peut que vous ayez besoin de vérifier l'APN qui est affiché sur la page d'état lors de la connexion de l'appareil. Si l'APN par défaut ne correspond pas à votre compte SIM, vous devrez désactiver le mode APN automatique puis entrer le bon APN manuellement ou choisir un APN dans la liste déroulante.;;;;;;;;;
monitor seconds;internet;300-65535 secs;ثواني 300 - 65535;300-65535 s;;;;;;;;;
monitor seconds eti;internet;10-65535 secs;ثواني 10 - 65535;10-65535 secondes;;;;;;;;;
monitor seconds2;internet;60-65535 secs;ثواني 60 - 65535;60-65535 s;;;;;;;;;
monitor seconds2 eti;internet;(0=disable, 1-65535) times;مرة (0 = تعطيل، 1 - 65535);(0=désactivé, 1-65535) s;;;;;;;;;
monitor failTimes;internet;5-65535 times;مرة 5 - 65535;5-65535 s;;;;;;;;;
monitor failTimes eti;internet;(0=disable, 1-65535) times;مرة (0 = تعطيل، 1 - 65535);(0=désactivé, 1-65535) fois;;;;;;;;;
addr reservation list;internet;Address reservation list;حجز عنوان قائمة;Liste de réservation de l'adresse;;;;;;;;;アドレス予約一覧
invalidIPaddress; ;Invalid IP address;;;;;;;;;;;無効なIPアドレス
invalidSubnetMask;wireless internet;You have entered an invalid subnet mask. Please try again.;صالح قناع الشبكة الفرعية;Masque de sous-réseau invalide.;;;;;;;;;無効なサブネットマスクです。再設定して下さい
invalidAliasIPaddress; ;Invalid Alias IP address;;;;;;;;;;;
aliasIP;;Alias IP address;;;;;;;;;;;
wlan warningMsg16;wireless internet;The subnet mask must be contiguous. Please try again.;قناع الشبكة الفرعية يجب أن تكون متجاورة. الرجاء إدخال قناع صالح.;Le masque de sous-réseau doit être contigu. Veuillez entrer un masque valide.;;;;;;;;;サブネットマスクは連続していなければいけません。再設定して下さい
clone;internet;Clone;استنساخ ;Clonage de l'adresse;;;;;;;複製;复制;クローン
remove;internet;Remove;إزالة;Retirer;;;;;;;;;
simOK;NTC-GUI internet admin;SIM OK;ال SIM مُفَعَّلَة;SIM OK;;;;;;;;;SIM OK
any;NTC-GUI internet;Any;أي نطاق;N'importe lequel;;;;;;;;;Any
CSok;NTC-GUI internet;OK;نعم;OK;Ok;;;;;;;;OK
ESP;internet;ESP;ESP;ESP;;;;;;;;;ESP
AH;internet;AH;AH;AH;;;;;;;;;AH
ike mode;internet;IKE mode;IKE الوضع;mode IKE;;;;;;;;;IKEモード
main;internet;Main;رئيسي;principal;;;;;;;;;Main
aggressive;internet;Aggressive;العدواني;agressif;;;;;;;;;Aggressive
Pfs;internet;PFS;PFS;PFS;;;;;;;;;PFS
on;admin internet NTC-GUI TELUS-GUI wireless;ON;هنالك;En fonction;auf;;;;;;;;オン
off;internet NTC-GUI TELUS-GUI internet wireless admin;OFF;بعيدا;Hors service;ab;;;;;;;;オフ
on;spec_vdf;I;;;;;;;;;;;オン
off;spec_vdf;0;;;;;;;;;;;オフ
On; ;On;;;;;;;;;;;On
Off; ;Off;;;;;;;;;;;Off
switch off;admin internet NTC-GUI;OFF;إيقاف التشغيل;Désactiver;;;;;;;;;
ike encryption;internet;IKE encryption;IKE التشفير;Le chiffrement IKE;;;;;;;;;IKE暗号化
Msg57;NTC-GUI;This makes it vulnerable to a recently discovered attack. This attack is sophisticated and requires special hardware and software.;هذا يجعله عرضة لهجوم مكتشف حديثا. هذا الهجوم معقد ويحتاج إلى أجهزة وبرمجيات خاصة.;Cette action rend le système vulnérable à une attaque récemment découverte. Cette attaque est sophistiquée et nécessite d'être contrée par du matériel et des logiciels spéciaux.;;;;;;;;;
Msg58;NTC-GUI wireless;Only use TKIP if you have devices that don't support other encryption schemes.;استعمل هذا النوع فقط في حال كان لديك أجهزة لا تدعم أنظمة تشفير أخرى.;N'utilisez que le TKIPsi vous possédez des appareils qui ne fonctionnent pas avec d'autres schémas de chiffrement. ;;;;;;;;;
Msg59;NTC-GUI;There is currently no known way to break into such a network, short of guessing the password. Whenever possible, use this scheme.;لا توجد حاليا أي طريقة معروفة لإختراق مثل هذه الشبكة، باستثناء تخمين كلمة السر. استخدم هذا النظام في كل وقت ممكن.;Il n'existe actuellement aucun moyen connu de craquer un tel réseau, sans avoir le mot de passe. Utilisez si possible ce schéma.;;;;;;;;;
admin warningMsg8;admin;Please insert an active SIM card in order to connect. It will take around a minute for the router to restart after you insert the SIM.;الرجاء إدخال بطاقة SIM مُفَعَّلَة من أجل الإتصال بالإنترنت. الرجاء الإنتظار 60 ثانية تقريبا ليقوم الراوتر بإعادة التشغيل بعد إدخال بطاقة ال SIM الخاصة بك.;Insérez une carte SIM active afin de vous connecter à l'Internet. Veuillez ensuite patienter environ une minute le temps que le routeur redémarre après l'insertion de votre carte SIM.;;;;;;;;;網に接続するには有効なSIMカードを挿入して下さい、SIM挿入後、本機が再起動するのに数分程度を要します。
bridge intro;wireless;(sharing with the main SSID encryption);تقاسم مع تشفير معرف مجموعة الخدمات الرئيسية;(en partage avec le chiffrement SSID principal);;;;;;;;;
setman prompt;main;Please enter a password to use for encrypting the settings file. This password will be required to later import this file.;الرجاء إدخال كلمة سر لاستعمالها من أجل تشفير ملف الإعدادات. ستحتاج إلى كلمة السر هذه لاحقا من أجل إستيراد هذا الملف.;Veuillez entrer un mot de passe qui servira au chiffrement des paramètres du fichier.  Ce mot de passe demandera d'importer plus tard le fichier.;;;;;;;;;
1-65535;admin internet;1-65535;65535-1;1-65535;;;;;;;;;1～65535
0-65535;admin internet;0-65535;65535-0;0-65535;;;;;;;;;0～65535
0-32766;admin internet;0-32766;32766-0;0-32766;;;;;;;;;0～32766
30-65535;admin internet;30-65535;65535-30;30-65535;;;;;;;;;
swCHAP;internet;CHAP;PAP;CHAP;;;;;;;;;
swPAP;internet;PAP;CHAP;PAP;;;;;;;;;
wan lan help 5;admin;The wired ethernet port mode will be changed to LAN. If you are using the wired ethernet connection, the router's configuration page may not be reachable from the current connection after you make this change.\nDo you want to apply this change?;إن وضع منفذ الإيثرنت السلكي سيتغير إلى LAN. إذا كنت تستعمل إتصال الإيثرنت السلكي، فإن صفحة إعدادات الراوتر قد يتعذر الوصول إليها من خلال الإتصال الحالي بعد أن تقوم بعمل هذا التغيير. هل ترغب في تطبيق هذا التغيير?;Le mode de port Ethernet cable passera à Réseau étendu. Si vous utilisez la connexion Ethernet câblée, il se peut que la page de configuration du routeur ne soit pas accessible depuis la connexion courante une fois que vous effectuez cette modification.\nSouhaitez-vous appliquer cette modification ?;;;;;;;;;
wan lan help 6;admin;The wired ethernet port mode will be changed to WAN. If you are using the wired ethernet connection, the router's configuration page may not be reachable from the current connection after you make this change.\nDo you want to apply this change?;إن وضع منفذ الإيثرنت السلكي سيتغير إلى WAN. إذا كنت تستعمل إتصال الإيثرنت السلكي، فإن صفحة إعدادات الراوتر قد يتعذر الوصول إليها من خلال الإتصال الحالي بعد أن تقوم بعمل هذا التغيير. هل ترغب في تطبيق هذا التغيير?;Le port Ethernet câblé passera en mode de réseau étendu. Si vous utilisez une connexion  Ethernet câblée, il se pourrait que la page de configuration du routeur ne soit pas accessible par la connexion actuelle une fois ce changement effectué.\nSouhaitez-vous confirmer ce changement?;;;;;;;;;
wan lan help 7;admin;The router's configuration web page may not be reachable from the current ethernet connection.\nIf you have a problem connecting to the router, briefly press the reset button on the router to temporarily change the ethernet port to LAN mode.\nWhile the ethernet port is in the this condition, the WLAN LED will blink every half second.\nPlease connect the router again.;قد يتعذر الوصول إلى صفحة إعداد الراوتر من خلال إتصال الإيثرنت الحالي. إذا كانت لديك مشكلة في الإتصال مع الراوتر، باختصار إضغط على زر إعادة التشغيل الموجود على الراوتر لتغيير وضع منفذ الإيثرنت مؤقتا إلى وضع LAN. بينما يكون منفذ الإيثرنت في هذا الوضع، فإن مصباح ال WLAN سيومض كل نصف ثانية. الرجاء إعادة توصيل الراوتر مرة أخرى.;La page web de configuration du routeur ne peut pas être accessible depuis la connexion Ethernet actuelle. Si vous avez un problème de connexion au routeur, appuyez brièvement sur le bouton de réinitialisation sur le routeur pour changer temporairement le port Ethernet à un mode réseau local. Tant que le port Ethernet est dans cet état, la diode DEL de réseau étendu sans fil clignotera chaque demi-seconde Veuillez reconnecter le routeur.;;;;;;;;;
